total_medals,Country_code,Country,year,gdp_per_capita_growth,under5_mortality,physicians_per_1000,life_expec_under5,population,urban_population_pct,log_population,log_medals
9.0,FRA,France,1976,3.89596423761951,14.4,1.5,73.1024390243903,54232383.0,73.0820015754495,17.80878876031907,2.302585092994046
14.0,FRA,France,1980,1.13499020458092,12.4,1.9,74.0512195121951,55274184.0,73.2481970470056,17.827816522047936,2.70805020110221
28.0,FRA,France,1984,1.11432810235115,10.7,2.5,75.0,56383085.0,73.487468496869,17.847679760138366,3.367295829986474
16.0,FRA,France,1988,4.21003285861991,9.6,2.9,76.1,57598186.0,73.8329418235332,17.869001632114646,2.833213344056216
29.0,FRA,France,1992,1.01174283165568,8.1,3.184,77.1,58846584.0,74.4051122960444,17.890444344106477,3.4011973816621555
37.0,FRA,France,1996,1.03528502888366,6.1,3.283,77.9536585365854,59754504.0,75.3592581297959,17.905755126688046,3.6375861597263857
38.0,FRA,France,2000,3.42869029655284,5.4,3.328,79.0560975609756,60918661.0,76.5143983146093,17.925050106104244,3.6635616461296463
33.0,FRA,France,2004,2.11736543407739,4.8,3.413,80.1634146341463,62707588.0,77.4900500011961,17.953993019014383,3.5263605246161616
41.0,FRA,France,2008,-0.178410661195599,4.4,3.385,81.2146341463415,64375116.0,77.1561901569367,17.980237718888297,3.7376696182833684
35.0,FRA,France,2012,-0.299598729272304,4.1,3.139,81.9682926829268,65657659.0,77.1669464919916,17.9999648160363,3.58351893845611
42.0,FRA,France,2016,0.594243752389232,4.2,3.2,82.5731707317073,66724104.0,78.5999114705779,18.01607682491442,3.7612001156935624
0.0,FSM,"Micronesia, Fed. Sts.",2000,4.28467728576419,38.6,0.571,64.317,112044.0,22.3299999237061,11.626646930271926,0.0
0.0,FSM,"Micronesia, Fed. Sts.",2008,-1.73931186268365,35.4,0.588,64.849,108936.0,22.3111192453232,11.598515832804411,0.0
0.0,FSM,"Micronesia, Fed. Sts.",2012,-1.86916426162232,32.5,0.667,65.08,107890.0,22.2942568788425,11.588867468545386,0.0
0.0,GAB,Gabon,1988,9.74962687560345,88.2,0.246,60.398,931020.0,66.3848281228557,13.744036038305584,0.0
0.0,GAB,Gabon,2004,-2.09108844494591,66.0,0.278,62.694,1421609.0,82.7355438220611,14.167299886697306,0.0
0.0,GAB,Gabon,2008,-6.37298501256997,57.7,0.0968,64.011,1607175.0,85.2437672472316,14.289988537359392,0.0
0.0,GAB,Gabon,2016,-0.79183198007,42.4,0.34,66.583,2100306.0,88.5445883406178,14.55759360636407,0.0
13.0,GBR,United Kingdom,1976,2.82995299273523,17.2,1.2,72.7756097560976,56211968.0,77.8040897463968,17.844640245929146,2.6390573296152584
20.0,GBR,United Kingdom,1992,1.0211660302119,8.2,1.64,76.4341463414634,57580402.0,78.1549335902337,17.868692824714763,3.044522437723423
15.0,GBR,United Kingdom,1996,2.35396378671228,7.0,1.791,77.0878048780488,58166950.0,78.8961449050823,17.878827881986954,2.772588722239781
28.0,GBR,United Kingdom,2000,4.15158061382745,6.5,1.987,77.7414634146342,58892514.0,79.8241408315172,17.891224543770143,3.367295829986474
30.0,GBR,United Kingdom,2004,1.74549468873848,6.1,2.324,78.7463414634146,59987905.0,80.3423284929998,17.90965351653239,3.4339872044851463
48.0,GBR,United Kingdom,2008,-0.832967942760902,5.6,2.559,79.6,61806995.0,80.7547673906116,17.93952710372494,3.8918202981106265
65.0,GBR,United Kingdom,2012,0.807661642969506,4.8,2.69,80.9048780487805,63711000.0,81.2905667759508,17.969867790092547,4.189654742026425
67.0,GBR,United Kingdom,2016,1.39799087279013,4.4,2.773,81.1560975609756,65607000.0,82.0229991698295,17.999192955538568,4.219507705176107
2.0,GEO,Georgia,1996,15.3128352453698,43.6,3.086,70.637,4491699.0,53.3941759015751,15.317741584581086,1.0986122886681098
6.0,GEO,Georgia,2000,3.84018024327052,36.3,3.867,70.091,4077131.0,52.4935999592259,15.220904112754404,1.9459101490553132
4.0,GEO,Georgia,2004,6.44984993877193,26.0,3.96,71.011,3927340.0,52.7173199317225,15.183472909898887,1.6094379124341003
6.0,GEO,Georgia,2008,2.7332346709434,17.2,4.205,70.949,3848449.0,54.2232719833673,15.16318076795237,1.9459101490553132
7.0,GEO,Georgia,2012,7.36675215463949,12.1,4.75,72.672,3728874.0,56.1683526759979,15.13161686937046,2.0794415416798357
7.0,GEO,Georgia,2016,3.38835328316745,10.2,6.351,73.136,3727505.0,57.6984032005062,15.131249667001754,2.0794415416798357
0.0,GHA,Ghana,1984,5.8786494701893,159.0,0.067,52.232,13370590.0,32.1104883606371,16.408568076750708,0.0
0.0,GHA,Ghana,1996,2.18761953564251,112.9,0.062,56.957,17810181.0,40.8143452217336,16.695280818044075,0.0
0.0,GHA,Ghana,2004,2.83982995857866,85.2,0.148,59.316,21868298.0,46.7572004525685,16.90054856612203,0.0
0.0,GHA,Ghana,2008,6.41466992518754,73.1,0.077,60.578,24249946.0,49.4708679942306,17.00392494854116,0.0
0.0,GHA,Ghana,2012,6.67974740594653,60.2,0.093,61.995,26734268.0,51.9197918381031,17.101456746150973,0.0
0.0,GHA,Ghana,2016,1.04704406736222,50.2,0.123,63.522,29356742.0,54.167052758274,17.19503278825081,0.0
0.0,GUY,Guyana,1984,-4.81035981891441,67.4,0.165,61.255,774111.0,29.5222629148087,13.559470553142225,0.0
0.0,GUY,Guyana,2000,-1.40881252207762,46.5,0.479,64.075,764832.0,28.7610390578913,13.547411480848202,0.0
22.0,HUN,Hungary,1976,3.03157554475959,32.3,2.3,69.5731707317073,10598677.0,56.7982604503868,16.176239739971958,3.1354942159291497
32.0,HUN,Hungary,1980,0.134797306949679,23.7,2.3,69.0617073170732,10711122.0,57.9173769651817,16.18679319884155,3.4965075614664802
23.0,HUN,Hungary,1988,0.0880272078164666,18.7,2.7,70.0234146341463,10596487.0,60.360508071119,16.176033089057835,3.1780538303479458
30.0,HUN,Hungary,1992,-3.02623555314709,15.7,3.006,69.1170731707317,10369341.0,61.6475605980383,16.15436402948824,3.4339872044851463
21.0,HUN,Hungary,1996,0.27332748929139,11.9,3.4,70.3287804878049,10311238.0,62.9536297314429,16.148744926378974,3.091042453358316
17.0,HUN,Hungary,2000,4.68094650632939,10.1,3.012,71.2463414634146,10210971.0,64.2602344392211,16.138973288459212,2.8903717578961645
17.0,HUN,Hungary,2004,5.19581258967388,8.0,3.344,72.6487804878049,10107146.0,65.0225372314453,16.12875325638632,2.8903717578961645
10.0,HUN,Hungary,2008,1.17042884387347,6.5,3.097,73.7024390243903,10038188.0,68.0976986078883,16.121907177852076,2.3978952727983707
18.0,HUN,Hungary,2012,-0.828646515876528,5.7,3.09,75.0634146341463,9920362.0,69.5772326660156,16.110099970530726,2.9444389791664403
15.0,HUN,Hungary,2016,2.83749039789862,4.7,3.212,76.0634146341464,9759755.0,70.4733810424805,16.093777855615187,2.772588722239781
1.0,IND,India,1980,4.22047070988454,169.1,0.371,53.593,687354025.0,23.5084873816783,20.348360037687648,0.6931471805599453
0.0,IND,India,1984,1.41351916765689,150.3,0.396,55.813,754875449.0,24.4606633455594,20.442063325392628,0.0
0.0,IND,India,1988,7.18812237907234,134.2,0.407,57.744,827342990.0,25.2023168909072,20.533729907031276,0.0
2.0,IND,India,2016,6.97394690929247,41.1,0.748,69.709,1343944296.0,32.8650780972823,21.01887463175987,1.0986122886681098
2.0,IRL,Ireland,1992,2.64060735516456,8.1,1.994,75.4150975609756,3558430.0,57.2482078114213,15.084829994318202,1.0986122886681098
4.0,IRL,Ireland,1996,6.53331318104139,7.3,2.095,75.8317073170732,3637510.0,58.1743161677665,15.106809939599,1.6094379124341003
1.0,IRL,Ireland,2000,7.95480656981979,7.2,2.219,76.5365853658537,3805174.0,59.1247997891425,15.151872277535919,0.6931471805599453
0.0,IRL,Ireland,2004,4.85345751357542,5.6,2.74,78.5390243902439,4070262.0,60.1994750854288,15.219217928811268,0.0
3.0,IRL,Ireland,2008,-6.41164613131696,4.4,3.952,80.0951219512195,4489544.0,61.3581903884996,15.317261695540926,1.3862943611198906
5.0,IRL,Ireland,2012,-0.826164036751607,4.0,3.949,80.8463414634146,4599533.0,62.2529318511038,15.341465334566513,1.791759469228055
2.0,IRL,Ireland,2016,-0.0687294094505688,3.6,3.193,81.6536585365854,4762722.0,62.7229399123734,15.376329911503914,1.0986122886681098
0.0,IRQ,Iraq,1980,20.8838349579151,72.3,0.563,60.916,13591992.0,66.0064583480416,16.424991353752212,0.0
0.0,IRQ,Iraq,2004,49.0738525824483,40.7,0.658,64.634,27577878.0,68.2202223846538,17.13252448755795,0.0
0.0,IRQ,Iraq,2016,11.0984155585203,28.4,0.707,68.683,38469627.0,69.9123778259643,17.465379578814563,0.0
0.0,ISL,Iceland,1976,4.91254750217661,12.2,1.9,76.9721951219512,220154.0,87.1798782348633,12.302082580448772,0.0
0.0,ISL,Iceland,1980,4.63406747563735,9.7,2.1,76.8465853658537,228138.0,88.0869979858398,12.337705987996605,0.0
1.0,ISL,Iceland,1984,3.02744364387033,7.9,2.4,77.5765853658537,239511.0,89.1222763061523,12.38635462379719,0.6931471805599453
0.0,ISL,Iceland,1988,-1.64234779846751,6.7,2.7,77.0829268292683,249740.0,90.1216888427734,12.428175655669136,0.0
0.0,ISL,Iceland,1992,-4.58053143553516,5.8,2.953,78.760243902439,261057.0,91.145637512207,12.472494053265628,0.0
0.0,ISL,Iceland,1996,3.93497734946855,4.9,3.119,78.7778048780488,268916.0,91.8401641845703,12.502154342160287,0.0
1.0,ISL,Iceland,2000,3.47861640541853,4.0,3.441,79.6536585365854,281205.0,91.9674192031642,12.546839219699402,0.6931471805599453
0.0,ISL,Iceland,2004,6.68188294901493,3.3,4.192,80.9975609756098,292074.0,92.4377293375354,12.584762473801348,0.0
1.0,ISL,Iceland,2008,-0.174091482130947,2.8,3.641,81.609756097561,317414.0,93.0646442174216,12.667962194482293,0.6931471805599453
0.0,ISL,Iceland,2012,0.632418770044652,2.6,3.56,82.9170731707317,320716.0,93.514892578125,12.678311275300475,0.0
0.0,ISL,Iceland,2016,4.75387973177391,2.6,3.85,82.2048780487805,335439.0,93.7822647094726,12.723195400681126,0.0
2.0,ISR,Israel,1992,4.09927943070052,10.4,3.655,76.5048780487805,5123000.0,90.6099902925991,15.44925076292134,1.0986122886681098
1.0,ISR,Israel,1996,3.10605874021471,8.2,3.685,78.1048780487805,5692000.0,90.9329267580104,15.55457223819188,0.6931471805599453
1.0,ISR,Israel,2000,5.75056411535006,6.9,3.697,78.9536585365854,6289000.0,91.2809653237465,15.65431263352564,0.6931471805599453
2.0,ISR,Israel,2004,2.81436914832607,5.8,3.67,80.1463414634146,6809000.0,91.5829008110251,15.733755824465105,1.0986122886681098
1.0,ISR,Israel,2008,1.40446742128471,4.9,3.52,80.9512195121951,7308800.0,91.7292868898136,15.80458965956372,0.6931471805599453
0.0,ISR,Israel,2012,0.573190077448643,4.3,3.503,81.7048780487805,7910500.0,91.7276502819515,15.883701548871256,0.0
2.0,ISR,Israel,2016,2.4319477135746,3.8,3.422,82.4073170731707,8546000.0,91.6894623646632,15.960973895186108,1.0986122886681098
19.0,ITA,Italy,1992,0.765807563298623,8.9,5.678,77.419512195122,56797087.0,66.7046939025797,17.85499559716498,2.995732273553991
35.0,ITA,Italy,1996,1.31710619734164,7.0,3.878,78.5219512195122,56860281.0,66.8793923102889,17.85610760613763,3.58351893845611
34.0,ITA,Italy,2000,3.83504714661416,5.6,3.424,79.7780487804878,56942108.0,67.1932283786243,17.85754566055495,3.5553480614894135
32.0,ITA,Italy,2004,0.721242547682493,4.6,3.667,80.7804878048781,57828179.0,67.5072499739908,17.872986740791998,3.4965075614664802
27.0,ITA,Italy,2008,-1.7836019705945,4.1,3.74,81.4853658536585,59211181.0,67.9071958431441,17.896620950264115,3.332204510175204
28.0,ITA,Italy,2012,-3.38984189684089,3.8,3.81,82.2390243902439,60191247.0,68.7608794235259,17.91303750103654,3.367295829986474
28.0,ITA,Italy,2016,1.42884453159633,3.4,3.963,83.2439024390244,60115223.0,69.5969232525286,17.91177366194095,3.367295829986474
3.0,JAM,Jamaica,1984,-2.83493397320355,33.2,0.489,69.809,2264562.0,48.319534412407,14.632891920715991,1.3862943611198906
9.0,JAM,Jamaica,2008,-1.24242279776804,19.2,0.405,71.502,2725635.0,53.3674108497524,14.81821198645572,2.302585092994046
12.0,JAM,Jamaica,2012,-1.04151903293869,18.9,0.363,72.405,2772430.0,54.2478817703732,14.83523474991678,2.5649493574615367
11.0,JAM,Jamaica,2016,2.49050959451111,18.6,0.471,72.052,2809915.0,55.549259277615,14.848664791742095,2.4849066497880004
0.0,JOR,Jordan,1980,7.18849704860732,54.8,0.786,66.493,2234186.0,59.8270666521535,14.619387513874205,0.0
0.0,JOR,Jordan,1984,-0.319725177301962,45.5,1.159,68.206,2654688.0,65.6984901777058,14.791837691628556,0.0
0.0,JOR,Jordan,2000,2.10734677821851,25.8,1.778,71.926,5386945.0,78.2848247546539,15.499488991846304,0.0
0.0,JOR,Jordan,2004,5.97888573730077,22.7,1.938,72.788,5882061.0,78.3185350370311,15.58741776866454,0.0
0.0,JOR,Jordan,2008,4.72560086199387,20.0,2.085,73.563,6989866.0,80.1290966207551,15.759971943783038,0.0
25.0,JPN,Japan,1976,2.86677809766631,12.5,1.1,74.6865853658537,112775000.0,75.9718496490584,18.540905241258734,3.258096538021482
22.0,JPN,Japan,1992,0.526745036286385,6.1,1.703,79.080243902439,124425000.0,77.6108029675096,18.639213682708892,3.1354942159291497
14.0,JPN,Japan,1996,2.90014123428134,5.5,1.837,80.219756097561,125757000.0,78.1374047267253,18.649862031398804,2.70805020110221
18.0,JPN,Japan,2000,2.59289108643961,4.5,1.931,81.0760975609756,126843000.0,78.6126803295375,18.658460659199566,2.9444389791664403
37.0,JPN,Japan,2004,2.15172332915763,3.9,2.029,82.030243902439,127761000.0,84.3710541898905,18.665671889016355,3.6375861597263857
25.0,JPN,Japan,2008,-1.27210994875956,3.4,2.146,82.5875609756098,128063000.0,89.2921563808851,18.668032888299354,3.258096538021482
38.0,JPN,Japan,2012,1.53678665868971,3.1,2.283,83.0960975609756,127629000.0,91.0265277326652,18.664638175779704,3.6635616461296463
41.0,JPN,Japan,2016,0.805362824501671,2.7,2.423,83.9848780487805,127076000.0,91.4541254852142,18.66029589063476,3.7376696182833684
11.0,KAZ,Kazakhstan,1996,2.42544484330412,51.6,3.53,63.455,16416027.0,56.6232468416365,16.613768671688124,2.4849066497880004
7.0,KAZ,Kazakhstan,2000,9.47962640033421,42.5,3.158,63.793,15501103.0,56.0239607657944,16.556421740647952,2.0794415416798357
8.0,KAZ,Kazakhstan,2004,8.88930817801581,33.3,3.455,65.04,15850159.0,54.9200902244233,16.578690089782988,2.1972245773362196
13.0,KAZ,Kazakhstan,2008,2.23526924918258,24.7,3.588,66.759,16426525.0,54.1287736358813,16.61440796429593,2.6390573296152584
13.0,KAZ,Kazakhstan,2012,3.34601033412712,16.3,3.786,69.939,17306106.0,54.69208192838,16.6665699451734,2.6390573296152584
18.0,KAZ,Kazakhstan,2016,-0.438395201172128,11.0,3.707,72.549,18363600.0,56.7476265001667,16.725881002367128,2.9444389791664403
15.0,KEN,Kenya,2008,-2.7588645638462,58.2,0.169,59.955,39206351.0,31.4230276259143,17.484349306943752,2.772588722239781
11.0,KEN,Kenya,2012,1.87670753904403,51.2,0.184,61.537,43888303.0,31.8558130142761,17.597158396072984,2.4849066497880004
0.0,KGZ,Kyrgyz Republic,1996,5.51161045842127,61.7,3.128,66.5439024390244,4628438.0,35.830952932877,15.34773000413124,0.0
1.0,KGZ,Kyrgyz Republic,2000,4.19610604345162,50.8,1.803,68.5585365853659,4898362.0,35.3216067847574,15.404411421480646,0.6931471805599453
0.0,KGZ,Kyrgyz Republic,2004,5.73937835827032,41.2,1.984,68.1536585365854,5104713.0,35.3058886953128,15.445674788607782,0.0
2.0,KGZ,Kyrgyz Republic,2008,7.37554930252675,33.7,1.892,68.4512195121951,5318729.0,35.2897130588983,15.486744922999904,1.0986122886681098
0.0,KGZ,Kyrgyz Republic,2012,-1.95288116304553,26.0,1.878,70.0024390243902,5652076.0,35.218916221918,15.547533469263737,0.0
0.0,KGZ,Kyrgyz Republic,2016,2.04985149948004,21.1,1.853,70.9512195121951,6175338.0,35.0515747230627,15.636074175822413,0.0
0.0,KIR,Kiribati,2008,-4.98978666488051,59.3,0.24,65.746,104222.0,45.9461325515373,11.554278518453707,0.0
19.0,KOR,"Korea, Rep.",1984,9.27971886036099,27.0,0.6,68.1951219512195,40405956.0,63.149438472478,17.514487757807846,2.995732273553991
33.0,KOR,"Korea, Rep.",1988,11.0405571742325,18.7,0.7,70.5487804878049,42031247.0,70.5877839860655,17.55392387582502,3.5263605246161616
28.0,KOR,"Korea, Rep.",1992,5.25214973420644,13.3,0.949,72.4975609756098,43747962.0,76.1960694185519,17.59395558682574,3.367295829986474
27.0,KOR,"Korea, Rep.",1996,6.9664053263099,9.8,1.169,74.1512195121951,45524681.0,78.7508147919442,17.63376517641446,3.332204510175204
28.0,KOR,"Korea, Rep.",2000,8.29254041446951,7.5,1.302,75.909756097561,47008111.0,79.579960745642,17.665830719253158,3.367295829986474
30.0,KOR,"Korea, Rep.",2004,4.7675860552671,6.0,1.577,77.6658536585366,48082519.0,81.104386778171,17.688429238665744,3.4339872044851463
31.0,KOR,"Korea, Rep.",2008,2.22523680909987,4.5,1.872,79.5170731707317,49054708.0,81.8350833138518,17.70844672305962,3.4657359027997265
28.0,KOR,"Korea, Rep.",2012,2.00997301929048,3.8,2.099,80.819512195122,50199853.0,81.9087898200378,17.731522656370817,3.367295829986474
21.0,KOR,"Korea, Rep.",2016,2.76290075939411,3.4,2.29,82.2756097560976,51217803.0,81.5559241797057,17.75159774441469,3.091042453358316
0.0,LAO,Lao PDR,2000,4.03726532497247,107.5,0.279,58.317,5431212.0,22.1840964350091,15.507672871423607,0.0
0.0,LAO,Lao PDR,2004,4.81831567317876,90.8,0.346,60.08,5781626.0,26.5371091732139,15.570195515965843,0.0
0.0,LAO,Lao PDR,2012,6.49513527103458,61.5,0.321,65.126,6518978.0,31.7422801040872,15.690228173150253,0.0
0.0,LAO,Lao PDR,2016,5.36288912313843,50.9,0.371,67.014,6908802.0,33.8267455533474,15.748306808788456,0.0
0.0,LBR,Liberia,2004,1.4054000654278,143.1,0.033,55.949,3156892.0,45.4344781497244,14.965098557262218,0.0
0.0,LBR,Liberia,2008,2.88473943454363,112.6,0.013,58.675,3821003.0,47.1080497871025,15.156023511563511,0.0
0.0,LBR,Liberia,2016,-3.54590251888713,88.3,0.049,60.483,4755608.0,51.2687310234384,15.37483511119238,0.0
0.0,LCA,St. Lucia,2004,6.44252113072108,18.3,0.4203,72.453,164239.0,24.8459172882296,12.009077963023524,0.0
0.0,LCA,St. Lucia,2012,-0.563683330885993,17.8,2.19,72.86,172587.0,18.6193081275177,12.058656736139021,0.0
0.0,LCA,St. Lucia,2016,2.9915396739198,17.2,5.672,72.552,175646.0,20.8164880000551,12.076225884875608,0.0
2.0,LTU,Lithuania,1992,-21.1734221345262,17.8,3.586,70.2343902439025,3700114.0,67.5609840319184,15.123874187950621,1.0986122886681098
1.0,LTU,Lithuania,1996,5.82855284120009,13.4,3.72,70.1080487804878,3601613.0,67.2663125852689,15.096892358634976,0.6931471805599453
5.0,LTU,Lithuania,2000,4.14861792867285,10.7,3.626,72.0195121951219,3499536.0,66.9768374826555,15.068140946242702,1.791759469228055
3.0,LTU,Lithuania,2004,7.70478467031737,9.3,3.627,71.9609756097561,3377075.0,66.6022567749023,15.032520508182385,1.3862943611198906
5.0,LTU,Lithuania,2008,3.66012476803633,7.4,3.881,71.8121951219512,3198231.0,66.7527770996094,14.978108402412788,1.791759469228055
5.0,LTU,Lithuania,2012,5.74397608423232,5.3,4.218,73.8634146341464,2989139.0,66.8536758422852,14.910495944032245,1.791759469228055
4.0,LTU,Lithuania,2016,3.87744054624235,4.9,4.466,74.6707317073171,2877325.0,67.1894226074219,14.872371601047618,1.6094379124341003
0.0,LUX,Luxembourg,1976,2.02809658023895,15.8,1.3,70.2204146341464,360731.0,78.3242927185128,12.795887807196438,0.0
0.0,LUX,Luxembourg,1980,0.482551649492024,13.4,1.7,72.2581707317073,364150.0,80.3023848276065,12.805321149646062,0.0
0.0,LUX,Luxembourg,1984,6.07785079672442,11.6,1.7,72.5807073170732,365998.0,80.6484573199055,12.810383147887698,0.0
0.0,LUX,Luxembourg,1988,7.6791083604264,9.7,1.9,74.1201951219512,373450.0,80.7996431570829,12.830539405785213,0.0
0.0,LUX,Luxembourg,1992,0.476077518162256,7.8,2.077,75.7707317073171,392175.0,81.2001998208798,12.879463447724442,0.0
0.0,LUX,Luxembourg,1996,0.027252339399638,6.0,2.315,76.519512195122,414225.0,82.6176360369709,12.934164583437498,0.0
0.0,LUX,Luxembourg,2000,5.5104089136417,4.7,2.151,77.8731707317073,436300.0,84.4182155177842,12.986085359111701,0.0
0.0,LUX,Luxembourg,2004,2.76088619019987,3.7,2.422,79.1219512195122,458095.0,85.9799097226846,13.034831865167812,0.0
0.0,LUX,Luxembourg,2008,-2.066473342352,3.0,2.716,80.5390243902439,488650.0,87.6037664162874,13.099401765766983,0.0
0.0,LUX,Luxembourg,2012,-0.762183314011807,2.7,2.807,81.3926829268293,530946.0,89.4405768017292,13.182415600137544,0.0
0.0,LUX,Luxembourg,2016,2.73979148676671,2.5,2.884,82.6853658536585,582014.0,91.5357090052649,13.274249781407077,0.0
3.0,MAR,Morocco,1988,9.74037643742669,88.6,0.214,61.231,23500524.0,46.9474945068359,16.972533276738133,1.3862943611198906
3.0,MAR,Morocco,2004,3.20713471239438,43.6,0.534,68.272,29953018.0,54.9787569660869,17.21514064539556,1.3862943611198906
2.0,MDA,Moldova,1996,-5.68841796095853,38.5,3.511,66.248,2947293.0,45.0867500305176,14.896397679919858,1.0986122886681098
2.0,MDA,Moldova,2000,2.31558560482232,31.3,2.437,67.462,2924668.0,40.4185981750488,14.888691527932492,1.0986122886681098
0.0,MDA,Moldova,2004,7.66608705336095,21.6,2.247,68.017,2896023.0,39.4460945129395,14.878848974445157,0.0
1.0,MDA,Moldova,2008,8.00539195483559,17.7,2.623,69.0,2868833.0,39.3710708618164,14.86941588483433,0.6931471805599453
2.0,MDA,Moldova,2012,-0.576700868382531,16.3,2.889,70.344,2860324.0,39.3614196777344,14.866445463092868,1.0986122886681098
0.0,MDA,Moldova,2016,5.87017576429136,15.3,3.239,70.179,2803186.0,39.7373237609863,14.846267185419501,0.0
0.0,MDV,Maldives,1996,5.51602988994901,57.4,0.66,67.734,262347.0,25.7015358485339,12.477423333943701,0.0
0.0,MDV,Maldives,2004,4.19516512399211,27.0,1.002,73.008,301413.0,32.8541942827704,12.616236696294804,0.0
0.0,MDV,Maldives,2016,2.73896015037067,9.2,1.32,78.913,443308.0,38.9560872317815,13.002020067039968,0.0
1.0,MEX,Mexico,1992,1.6256225611147,41.2,1.333,69.663,86044809.0,72.2406081339013,18.270378753409958,0.6931471805599453
1.0,MEX,Mexico,1996,4.39127291010242,34.0,1.664,71.088,92452702.0,73.6269922663634,18.342207741979298,0.6931471805599453
6.0,MEX,Mexico,2000,3.42140514214798,28.1,1.631,72.562,98625552.0,74.9203113970256,18.406840934072825,1.9459101490553132
4.0,MEX,Mexico,2004,2.16106229645384,23.6,1.655,73.432,104394131.0,76.3274397419019,18.46368401535751,1.6094379124341003
3.0,MEX,Mexico,2008,-0.519889925183975,20.4,1.957,73.695,110374288.0,76.5090428271033,18.519387766131466,1.3862943611198906
7.0,MEX,Mexico,2012,2.1573183045698,17.9,2.12,74.128,116818208.0,76.6585199140734,18.57612950661971,2.0794415416798357
5.0,MEX,Mexico,2016,0.790955216102532,15.7,2.345,74.376,122251351.0,77.4405087351486,18.621589737382937,1.791759469228055
0.0,MHL,Marshall Islands,2012,-0.35386854623583,38.2,0.467,64.776,51419.0,74.2705132518924,10.847763032945046,0.0
0.0,MKD,North Macedonia,1996,0.480270787981112,21.2,2.218,72.4951219512195,2012553.0,59.6584367661814,14.514914623331812,0.0
1.0,MKD,North Macedonia,2000,4.07405080631071,15.9,2.166,72.9463414634147,2026350.0,58.4918382392587,14.521746703065936,0.6931471805599453
0.0,MKD,North Macedonia,2004,5.01357406752894,14.2,2.152,73.5975609756098,2016186.0,57.8527941292946,14.51671816582229,0.0
0.0,MKD,North Macedonia,2008,6.08402471253315,11.7,2.59,74.4,1971493.0,57.9593566737547,14.494301681697523,0.0
0.0,MKD,North Macedonia,2012,-0.0653472343038857,10.2,2.839,74.9024390243903,1929821.0,58.3924217811729,14.472937810465892,0.0
0.0,MKD,North Macedonia,2016,3.1782257470099,10.8,3.166,75.4,1906313.0,59.3823070989891,14.460681567972074,0.0
0.0,MLI,Mali,1980,-6.29825711883754,301.5,0.039,40.266,7530515.0,14.049924155769,15.834473990531665,0.0
0.0,MLI,Mali,1988,8.88871132863245,241.6,0.054,45.72,8833996.0,16.213291043119,15.99411801834249,0.0
0.0,MLI,Mali,1996,4.09767423146987,208.1,0.063,48.5,10407278.0,17.8491309532752,16.158015927052684,0.0
0.0,MLI,Mali,2000,-3.58595570295952,187.6,0.044,50.605,11559290.0,18.977631037325,16.26300000063718,0.0
0.0,MLI,Mali,2004,-1.75582979396248,163.1,0.055,53.253,13102409.0,20.4570532892964,16.388306664394882,0.0
0.0,MLI,Mali,2008,0.28826876189116,142.6,0.063,55.187,14940782.0,22.1922849560871,16.519605079003263,0.0
0.0,MLI,Mali,2012,-3.91930567411303,126.1,0.101,56.696,16957033.0,24.1606168848588,16.646193231986327,0.0
0.0,MLI,Mali,2016,2.70047363998611,112.4,0.117,58.286,19191289.0,26.4468586077195,16.7699670361293,0.0
0.0,MLT,Malta,1984,0.921302662423145,14.5,1.38,73.2111707317073,330593.0,89.7593616603886,12.708643290521183,0.0
0.0,MLT,Malta,1992,3.61645027238262,10.6,2.335,76.5651219512195,367618.0,91.8075628458526,12.814799634532543,0.0
0.0,MLT,Malta,2000,18.911491477925,7.6,2.561,78.3487804878049,390087.0,93.278338811526,12.87412507015095,0.0
0.0,MLT,Malta,2004,-0.264750342451379,7.0,3.369,79.2536585365854,401268.0,93.6081858790552,12.902384812233276,0.0
